Mod:Item:MetaData, Localized Name
extrautils2:decorativesolidwood:1, Magical Wood
extrautils2:decorativesolidwood:2, Diagonal Wood
extrautils2:trashcan, Trash Can
extrautils2:trashcanfluid, Trash Can (Fluid)
extrautils2:trashcanenergy, Trash Can (Energy)
extrautils2:angelblock, Angel Block
extrautils2:passivegenerator:0, Solar Panel
extrautils2:passivegenerator:1, Lunar Panel
extrautils2:passivegenerator:2, Lava Mill
extrautils2:passivegenerator:3, Water Mill
extrautils2:passivegenerator:4, Wind Mill
extrautils2:passivegenerator:5, Fire Mill
extrautils2:passivegenerator:6, Creative Mill
extrautils2:passivegenerator:7, Manual Mill
extrautils2:passivegenerator:8, Dragon Egg Mill
extrautils2:supermobspawner, Resturbed Mob Spawner
extrautils2:cursedearth, Cursed Earth
extrautils2:redstoneclock, Redstone Clock
extrautils2:compressedcobblestone:0, Compressed Cobblestone
extrautils2:compressedcobblestone:1, Double Compressed Cobblestone
extrautils2:compressedcobblestone:2, Triple Compressed Cobblestone
extrautils2:compressedcobblestone:3, Quadruple Compressed Cobblestone
extrautils2:compressedcobblestone:4, Quintuple Compressed Cobblestone
extrautils2:compressedcobblestone:5, Sextuple Compressed Cobblestone
extrautils2:compressedcobblestone:6, Septuple Compressed Cobblestone
extrautils2:compressedcobblestone:7, Octuple Compressed Cobblestone
extrautils2:compresseddirt:0, Compressed Dirt
extrautils2:compresseddirt:1, Double Compressed Dirt
extrautils2:compresseddirt:2, Triple Compressed Dirt
extrautils2:compresseddirt:3, Quadruple Compressed Dirt
extrautils2:compressedsand:0, Compressed Sand
extrautils2:compressedsand:1, Double Compressed Sand
extrautils2:compressedgravel:0, Compressed Gravel
extrautils2:compressedgravel:1, Double Compressed Gravel
extrautils2:compressednetherrack:0, Compressed Netherrack
extrautils2:compressednetherrack:1, Double Compressed Netherrack
extrautils2:compressednetherrack:2, Triple Compressed Netherrack
extrautils2:compressednetherrack:3, Quadruple Compressed Netherrack
extrautils2:compressednetherrack:4, Quintuple Compressed Netherrack
extrautils2:compressednetherrack:5, Sextuple Compressed Netherrack
extrautils2:glasscutter, Glass Cutter
extrautils2:endershard, Ender Shard
extrautils2:redorchid, Red Orchid
extrautils2:sickle_wood, Wooden Sickle
extrautils2:sickle_stone, Stone Sickle
extrautils2:sickle_iron, Iron Sickle
extrautils2:sickle_gold, Golden Sickle
extrautils2:sickle_diamond, Diamond Sickle
extrautils2:poweroverload, Power Overload
extrautils2:resonator, Resonator
extrautils2:suncrystal, Sun Crystal
extrautils2:spotlight, Spotlight
extrautils2:screen, Screen
extrautils2:decorativesolid:0, Border Stone
extrautils2:decorativesolid:1, Crossed Stone
extrautils2:decorativesolid:2, Polished Stone
extrautils2:decorativesolid:3, Stoneburnt
extrautils2:decorativesolid:4, Sandy Glass
extrautils2:decorativesolid:5, Truchet
extrautils2:decorativesolid:6, Blue Quartz
extrautils2:decorativesolid:7, Quartzburnt
extrautils2:decorativesolid:8, Rainbow Stone
extrautils2:ingredients:0, Resonating Redstone Crystal
extrautils2:ingredients:1, Redstone Gear
extrautils2:ingredients:2, Eye of Redstone
extrautils2:ingredients:3, Lunar Reactive Dust
extrautils2:ingredients:4, Red Coal
extrautils2:ingredients:5, Moon Stone
extrautils2:ingredients:6, Upgrade Speed
extrautils2:ingredients:7, Upgrade Stack
extrautils2:ingredients:8, Upgrade Mining
extrautils2:ingredients:9, Upgrade Base
extrautils2:ingredients:10, Drop of Evil
extrautils2:ingredients:11, Demon Ingot
extrautils2:ingredients:12, Enchanted Ingot
extrautils2:ingredients:13, Wireless RF Heating Coil
extrautils2:ingredients:14, Blue Dye
extrautils2:ingredients:15, Upgrade Speed (Magical)
extrautils2:ingredients:16, Upgrade Speed (Ultimate)
extrautils2:ingredients:17, Evil Infused Iron Ingot
extrautils2:goldenlasso:0, Golden Lasso
extrautils2:goldenlasso:1, Cursed Lasso
extrautils2:chickenring:0, Chicken Wing Ring
extrautils2:chickenring:1, Ring of the Flying Squid
extrautils2:angelring:0, Angel Ring
extrautils2:angelring:1, Angel Ring
extrautils2:angelring:2, Angel Ring
extrautils2:angelring:3, Angel Ring
extrautils2:angelring:4, Angel Ring
extrautils2:angelring:5, Angel Ring
extrautils2:powermanager, Power Manager
extrautils2:bagofholding, Bag Of Holding
extrautils2:decorativeglass:0, Thickened Glass
extrautils2:decorativeglass:1, Thickened Glass (Bordered)
extrautils2:decorativeglass:2, Thickened Glass (Patterned)
extrautils2:decorativeglass:3, Dark Glass
extrautils2:decorativeglass:4, Glowing Glass
extrautils2:decorativeglass:5, Redstone Glass
extrautils2:ineffableglass:0, Ethereal Glass
extrautils2:ineffableglass:1, Reverse Ethereal Glass
extrautils2:ineffableglass:2, Ineffable Glass
extrautils2:ineffableglass:3, Dark Ineffable Glass
extrautils2:pipe, Transfer Pipe
extrautils2:playerchest, Player Chest
extrautils2:wrench, Wrench
extrautils2:boomerang, Magical Boomerang
extrautils2:book, Extra Utilities 2 Manual
extrautils2:contract, Contract
extrautils2:chunkloader, Chunk Loading Ward
extrautils2:filter, Filter
extrautils2:filterfluids, Filter Fluids
extrautils2:grocket:0, Transfer Node (Items)
extrautils2:grocket:1, Transfer Filter
extrautils2:grocket:2, Transfer Node (Fluids)
extrautils2:grocket:3, Retrieval Node (Items)
extrautils2:grocket:4, Retrieval Node (Fluids)
extrautils2:grocket:5, Transfer Pipe Filter
extrautils2:grocket:6, Transfer Node (Energy)
extrautils2:indexer, Indexer
extrautils2:indexerremote, Indexer Remote
extrautils2:crafter, Mechanical Crafter
extrautils2:scanner, Scanner
extrautils2:miner, Mechanical Miner
extrautils2:user, Mechanical User
extrautils2:klein:0, Klein Bottle
extrautils2:drum:0, Stone Drum
extrautils2:drum:1, Iron Drum
extrautils2:drum:2, Reinforced Large Drum
extrautils2:drum:3, Demonically Gargantuan Drum
extrautils2:drum:4, Creative Drum
extrautils2:machine:0, Machine Block
extrautils2:machine:0, Furnace
extrautils2:machine:0, Crusher
extrautils2:machine:0, Enchanter
extrautils2:machine:0, Survival Generator
extrautils2:machine:0, Furnace Generator
extrautils2:machine:0, Culinary Generator
extrautils2:machine:0, Magmatic Generator
extrautils2:machine:0, Heated Redstone Generator
extrautils2:machine:0, Ender Generator
extrautils2:machine:0, Potion Generator
extrautils2:machine:0, Pink Generator
extrautils2:machine:0, Overclocked Generator
extrautils2:machine:0, Explosive Generator
extrautils2:machine:0, Netherstar Generator
extrautils2:machine:0, Halitosis Generator
extrautils2:machine:0, Frosty Generator
extrautils2:machine:0, Death Generator
extrautils2:machine:0, Dischantment Generator
extrautils2:machine:0, Slimey Generator
extrautils2:teleporter:0, Overworld Portal
extrautils2:teleporter:1, Deep Dark Portal
extrautils2:powertransmitter, Wireless RF Transmitter
extrautils2:powerbattery, Wireless RF Battery
extrautils2:quarryproxy, Quantum Quarry Actuator
extrautils2:quarry, Quantum Quarry
extrautils2:spike_wood, Wooden Spikes
extrautils2:spike_stone, Stone Spikes
extrautils2:spike_iron, Iron Spikes
extrautils2:spike_gold, Golden Spikes
extrautils2:spike_diamond, Diamond Spikes
extrautils2:spike_creative, Creative Spikes
extrautils2:redstonelantern, Redstone Lantern
extrautils2:largishchest, Slightly-Larger Chest
extrautils2:minichest, Mini Chest
extrautils2:rainbowgenerator:0, Rainbow Generator!
extrautils2:rainbowgenerator:1, Rainbow Generator (bottom half)
extrautils2:rainbowgenerator:2, Rainbow Generator (top half)
extrautils2:magicapple, Magical Apple
extrautils2:simpledecorative:0, Block of Enchanted Metal
extrautils2:simpledecorative:1, Block of Demon Metal
extrautils2:simpledecorative:2, Block of Evil Infused Iron
extrautils2:creativechest, Creative Chest
extrautils2:creativeenergy, Creative Energy Source
extrautils2:creativeharvest, Creative Harvest
extrautils2:trowel, Trowel
extrautils2:biomemarker, Biome Marker
extrautils2:terraformer:0, Terraformer
extrautils2:terraformer:1, Antenna
extrautils2:terraformer:2, Humidifier
extrautils2:terraformer:3, Dehumidifier
extrautils2:terraformer:4, Heater
extrautils2:terraformer:5, Cooler
extrautils2:terraformer:6, Dehostilifier
extrautils2:terraformer:7, Magic Absorbtion
extrautils2:terraformer:8, Magic Infuser
extrautils2:terraformer:9, Climograph Base Unit
extrautils2:trashchest, Trash Chest
extrautils2:opinium:0, Opinium Core (Pathetic)
extrautils2:opinium:1, Opinium Core (Mediocre)
extrautils2:opinium:2, Opinium Core (Passable)
extrautils2:opinium:3, Opinium Core (Decent)
extrautils2:opinium:4, Opinium Core (Good)
extrautils2:opinium:5, Opinium Core (Damn Good)
extrautils2:opinium:6, Opinium Core (Amazing)
extrautils2:opinium:7, Opinium Core (Inspiring)
extrautils2:opinium:8, Opinium Core (Perfected)
extrautils2:lawsword, Kikoku
extrautils2:flattransfernode:0, Flat Transfer Node (Items)
extrautils2:flattransfernode:1, Flat Transfer Node (Fluids)
extrautils2:analogcrafter, Analog Crafter
extrautils2:decorativebedrock:0, Bedrock Bricks
extrautils2:decorativebedrock:1, Bedrock Slabs
extrautils2:decorativebedrock:2, Bedrock Cobblestone
extrautils2:compoundbow, Compound Bow
extrautils2:fireaxe, Fire Axe
extrautils2:interactionproxy, Ender Porcupine
extrautils2:luxsaber:0, Lux Saber
extrautils2:luxsaber:0, Lux Saber
extrautils2:luxsaber:1, Lux Saber
extrautils2:luxsaber:1, Lux Saber
extrautils2:luxsaber:2, Lux Saber
extrautils2:luxsaber:2, Lux Saber
extrautils2:luxsaber:3, Lux Saber
extrautils2:luxsaber:3, Lux Saber
extrautils2:luxsaber:4, Lux Saber
extrautils2:luxsaber:4, Lux Saber
extrautils2:luxsaber:5, Lux Saber
extrautils2:luxsaber:5, Lux Saber
extrautils2:luxsaber:6, Lux Saber
extrautils2:luxsaber:6, Lux Saber
extrautils2:luxsaber:7, Lux Saber
extrautils2:luxsaber:7, Lux Saber
extrautils2:ironwood_leaves:0, Ferrous-Juniper Leaves
extrautils2:ironwood_leaves:1, Burnt Ferrous-Juniper Leaves
extrautils2:ironwood_log:0, Ferrous-Juniper Log
extrautils2:ironwood_log:1, Ferrous-Juniper Log
extrautils2:ironwood_sapling:0, Ferrous-Juniper Sapling
extrautils2:ironwood_sapling:1, Dead Ferrous-Juniper Sapling
extrautils2:ironwood_planks:0, Ferrous-Juniper Planks
extrautils2:ironwood_planks:1, Raw Ferrous-Juniper Planks
ic2:te:1, 工業用TNT
ic2:te:2, 核爆弾
ic2:te:3, 火力発電機
ic2:te:4, 地熱発電機
ic2:te:5, 動力発電機
ic2:te:6, 放射性同位元素崩壊熱発電機
ic2:te:7, 半流体燃料発電機
ic2:te:8, 太陽電池パネル
ic2:te:9, スターリング発電機
ic2:te:10, 水力発電機
ic2:te:11, 風力発電機
ic2:te:12, 電気発熱機
ic2:te:13, 液体燃料発熱機
ic2:te:14, 放射性同位元素崩壊熱発熱機
ic2:te:15, 固体燃料発熱機
ic2:te:16, 電動モーター
ic2:te:17, 手回し動力発生器
ic2:te:18, 蒸気タービン
ic2:te:19, スターリング動力発生機
ic2:te:20, 水力タービン
ic2:te:21, 風力タービン
ic2:te:22, 原子炉
ic2:te:23, 原子炉アクセスハッチ
ic2:te:24, 原子炉チャンバー
ic2:te:25, 原子炉注排液ポート
ic2:te:26, 原子炉レッドストーン信号入力ポート
ic2:te:27, 復水機
ic2:te:28, 瓶詰製造器
ic2:te:29, 流体分配器
ic2:te:30, 液体流量調節機
ic2:te:31, 液体熱交換機
ic2:te:32, ポンプ
ic2:te:33, 太陽光蒸留器
ic2:te:34, 蒸気ボイラー
ic2:te:35, アイテム搬送器
ic2:te:36, 電気照明
ic2:te:37, 磁気発生器
ic2:te:38, 電動分別機
ic2:te:39, 瞬間移動装置
ic2:te:40, 環境変移装置
ic2:te:41, テスラコイル
ic2:te:42, 汎用缶詰製造機
ic2:te:43, 圧縮機
ic2:te:44, 電気炉
ic2:te:45, 抽出機
ic2:te:46, 鉄かまど
ic2:te:47, 破砕機
ic2:te:48, 廃棄物再生機
ic2:te:49, 固形物専用缶詰製造器
ic2:te:50, 高炉
ic2:te:51, ブロック切断機
ic2:te:52, 熱遠心分離機
ic2:te:53, 発酵槽
ic2:te:54, 誘導電気炉
ic2:te:55, 金属加工機
ic2:te:56, 鉱石洗浄機
ic2:te:57, 上位採掘機
ic2:te:58, 農作物収穫機
ic2:te:59, 農業用多目的散布装置
ic2:te:60, 採掘機
ic2:te:92, Mass Fabricator
ic2:te:93, UU Assembly Bench
ic2:te:61, 万能物質製造器
ic2:te:62, パターン記憶装置
ic2:te:63, 物体複製装置
ic2:te:64, 物体スキャナ
ic2:te:65, エネルギー交換器
ic2:te:66, 個人用保護チェスト
ic2:te:67, アイテム交換器
ic2:te:94, Trading Terminal
ic2:te:68, 低圧充電パッド
ic2:te:69, 中圧充電パッド(CESU)
ic2:te:70, 高圧充電パッド(MFE)
ic2:te:71, 超高圧充電パッド(MFSU)
ic2:te:72, 低圧蓄電器(BatBox)
ic2:te:73, 中圧蓄電器(CESU)
ic2:te:74, 高圧蓄電器(MFE)
ic2:te:75, 超高圧蓄電器(MFSU)
ic2:te:76, 電解水製造器
ic2:te:77, 低電圧変圧機
ic2:te:78, 中電圧変圧機
ic2:te:79, 高電圧変圧機
ic2:te:80, 超高電圧変圧機
ic2:te:81, タンク
ic2:te:82, チャンク再生機
ic2:te:83, 小型アイテム搬送器
ic2:te:86, クリエイティブ生成機
ic2:te:87, 蒸気再加圧機
ic2:te:90, Weighted Fluid Distributor
ic2:te:91, Weighted Item Distributor
ic2:te:84, 原子炉冷却材注入機 (RSH)
ic2:te:85, 原子炉冷却材注入機 (LZH)
ic2:te:88, 工業用工作台
ic2:te:89, 連続処理自動化工作台
ic2:te:100, Coke Kiln
ic2:te:101, Coke Kiln Hatch
ic2:te:102, Coke Kiln Grate
ic2:te:111, Wooden Storage Box
ic2:te:112, Iron Storage Box
ic2:te:113, Bronze Storage Box
ic2:te:114, Steel Storage Box
ic2:te:115, Iridium Storage Box
ic2:te:131, Bronze Tank
ic2:te:132, Iron Tank
ic2:te:133, Steel Tank
ic2:te:134, Iridium Tank
ic2:resource:0, 玄武岩
ic2:resource:1, 銅鉱石
ic2:resource:2, 鉛鉱石
ic2:resource:3, 錫鉱石
ic2:resource:4, ウラン鉱石
ic2:resource:5, 青銅ブロック
ic2:resource:6, 銅ブロック
ic2:resource:7, 鉛ブロック
ic2:resource:8, 錬鉄ブロック
ic2:resource:9, 錫ブロック
ic2:resource:10, ウランブロック
ic2:resource:11, 鉄筋コンクリート
ic2:resource:12, 基本筐体
ic2:resource:13, 高位筐体
ic2:resource:14, 原子炉圧力容器
ic2:resource:15, Silver Block
ic2:leaves, ic2.leaves.name
ic2:rubber_wood, ic2.rubber_wood.name
ic2:sapling, ic2.sapling.rubber.name
ic2:scaffold:0, 木製足場
ic2:scaffold:1, 強化木製足場
ic2:scaffold:2, 鉄製足場
ic2:scaffold:3, 強化鉄製足場
ic2:fence:0, 鉄柵
ic2:sheet:0, 粘着シート
ic2:sheet:1, ゴムシート
ic2:sheet:2, 羊毛シート
ic2:glass:0, 強化ガラス
ic2:foam:0, 生コンクリート
ic2:foam:1, 強化生コンクリート
ic2:wall:0, コンクリート壁（黒色）
ic2:wall:1, コンクリート壁（青色）
ic2:wall:2, コンクリート壁（茶色）
ic2:wall:3, コンクリート壁（水色）
ic2:wall:4, コンクリート壁（灰色）
ic2:wall:5, コンクリート壁（緑色）
ic2:wall:6, コンクリート壁（空色）
ic2:wall:7, コンクリート壁（薄灰色）
ic2:wall:8, コンクリート壁（黄緑色）
ic2:wall:9, コンクリート壁（赤紫色）
ic2:wall:10, コンクリート壁（橙色）
ic2:wall:11, コンクリート壁（桃色）
ic2:wall:12, コンクリート壁（紫色）
ic2:wall:13, コンクリート壁（赤色）
ic2:wall:14, コンクリート壁（白色）
ic2:wall:15, コンクリート壁（黄色）
